Order_id,Date,Product,Category,Units_Sold,Price,Revenue,Discount,Units_Returned,Location,Platform,Return_flag,Return_Flag,Category_encoded,Platform_encoded,Location_encoded,Return_Prob
1290,07-06-2021,BCAA,Amino Acid,164,30.53,5006.92,0.06,1,UK,Walmart,1,1,0,1,1,0.771488635679289
1291,07-06-2021,Creatine,Performance,163,36.22,5903.86,0.2,1,USA,iHerb,1,1,6,2,2,0.7842954801994126
1292,07-06-2021,Zinc,Mineral,155,15.46,2396.3,0.2,0,UK,Amazon,0,0,4,0,1,0.7762595078649741
1293,07-06-2021,Collagen Peptides,Protein,141,27.32,3852.12,0.24,4,UK,Walmart,1,1,7,1,1,0.7755339114321838
1294,07-06-2021,Magnesium,Mineral,141,45.25,6380.25,0.11,0,UK,Walmart,0,0,4,1,1,0.7679591976231744
1295,07-06-2021,Ashwagandha,Herbal,158,53.51,8454.58,0.03,0,USA,iHerb,0,0,2,2,2,0.7769240240044069
1296,07-06-2021,Melatonin,Sleep Aid,157,29.88,4691.16,0.08,1,Canada,iHerb,1,1,8,2,0,0.7687022405733036
1297,07-06-2021,Biotin,Vitamin,149,41.59,6196.91,0.06,4,Canada,Walmart,1,1,9,1,0,0.7627222258433755
1298,07-06-2021,Green Tea Extract,Fat Burner,144,38.53,5548.32,0.11,1,UK,Walmart,1,1,1,1,1,0.7685363163459948
1299,07-06-2021,Iron Supplement,Mineral,159,51.66,8213.94,0.06,2,UK,iHerb,1,1,4,2,1,0.7682521180070504
1300,07-06-2021,Electrolyte Powder,Hydration,153,34.3,5247.9,0.08,0,UK,iHerb,0,0,3,2,1,0.7740758699594075
1301,14-06-2021,Whey Protein,Protein,139,44.15,6136.85,0.17,4,USA,Amazon,1,1,7,0,2,0.7779411183507253
1302,14-06-2021,Vitamin C,Vitamin,159,54.21,8619.39,0.22,1,Canada,iHerb,1,1,9,2,0,0.7582678948609234
1303,14-06-2021,Fish Oil,Omega,151,14.15,2136.65,0.05,1,Canada,iHerb,1,1,5,2,0,0.7730750752502196
1304,14-06-2021,Multivitamin,Vitamin,153,59.41,9089.73,0.1,0,USA,Amazon,0,0,9,0,2,0.7741869420369916
1305,14-06-2021,Pre-Workout,Performance,162,19.93,3228.66,0.12,2,UK,Walmart,1,1,6,1,1,0.7789106002230631
1306,14-06-2021,BCAA,Amino Acid,160,25.26,4041.6,0.24,2,UK,Walmart,1,1,0,1,1,0.771634340346724
1307,14-06-2021,Creatine,Performance,147,46.56,6844.32,0.06,0,Canada,iHerb,0,0,6,2,0,0.7609707339530406
1308,14-06-2021,Zinc,Mineral,151,41.45,6258.95,0.03,2,USA,iHerb,1,1,4,2,2,0.782771625974406
1309,14-06-2021,Collagen Peptides,Protein,142,16.35,2321.7,0.23,3,USA,Walmart,1,1,7,1,2,0.7898007542400319
1310,14-06-2021,Magnesium,Mineral,140,40.43,5660.2,0.24,1,UK,Walmart,1,1,4,1,1,0.768460883474871
1311,14-06-2021,Ashwagandha,Herbal,157,29.81,4680.17,0.24,2,Canada,Walmart,1,1,2,1,0,0.7605997056553985
1312,14-06-2021,Melatonin,Sleep Aid,142,45.18,6415.56,0.16,1,UK,Walmart,1,1,8,1,1,0.7701752182802609
1313,14-06-2021,Biotin,Vitamin,178,25.19,4483.82,0.23,1,USA,iHerb,1,1,9,2,2,0.7899661843171422
1314,14-06-2021,Green Tea Extract,Fat Burner,141,51.19,7217.79,0.03,3,UK,Amazon,1,1,1,0,1,0.7621304575013605
1315,14-06-2021,Iron Supplement,Mineral,161,45.6,7341.6,0.1,1,Canada,iHerb,1,1,4,2,0,0.7595255376842966
1316,14-06-2021,Electrolyte Powder,Hydration,134,34.05,4562.7,0.09,1,USA,Amazon,1,1,3,0,2,0.7799352109151628
1317,21-06-2021,Whey Protein,Protein,123,31.81,3912.63,0.05,2,Canada,Walmart,1,1,7,1,0,0.765311823187692
1318,21-06-2021,Vitamin C,Vitamin,162,24.92,4037.04,0.16,1,UK,Walmart,1,1,9,1,1,0.7785946447817229
1319,21-06-2021,Fish Oil,Omega,140,12.02,1682.8,0.02,0,Canada,Amazon,0,0,5,0,0,0.7697313950074063
1320,21-06-2021,Multivitamin,Vitamin,136,59.79,8131.44,0.07,0,USA,Walmart,0,0,9,1,2,0.7765660043910486
1321,21-06-2021,Pre-Workout,Performance,151,53.67,8104.17,0.1,1,UK,Amazon,1,1,6,0,1,0.76385337226766
1322,21-06-2021,BCAA,Amino Acid,139,25.83,3590.37,0.17,1,UK,Walmart,1,1,0,1,1,0.7721482152368297
1323,21-06-2021,Creatine,Performance,153,19.56,2992.68,0.1,4,USA,iHerb,1,1,6,2,2,0.7913883290063739
1324,21-06-2021,Zinc,Mineral,146,22.75,3321.5,0.03,0,Canada,Amazon,0,0,4,0,0,0.7647456589808166
1325,21-06-2021,Collagen Peptides,Protein,143,18.7,2674.1,0.19,0,Canada,Amazon,0,0,7,0,0,0.7666868334390333
1326,21-06-2021,Magnesium,Mineral,152,35.33,5370.16,0.14,1,Canada,Walmart,1,1,4,1,0,0.7608752776718253
1327,21-06-2021,Ashwagandha,Herbal,142,53.56,7605.52,0.05,0,UK,Amazon,0,0,2,0,1,0.7616668305529062
1328,21-06-2021,Melatonin,Sleep Aid,168,37.57,6311.76,0.09,0,USA,iHerb,0,0,8,2,2,0.7861912037303808
1329,21-06-2021,Biotin,Vitamin,153,20.15,3082.95,0.11,2,USA,Amazon,1,1,9,0,2,0.7887638074975489
1330,21-06-2021,Green Tea Extract,Fat Burner,153,37.4,5722.2,0.18,2,UK,iHerb,1,1,1,2,1,0.7704897855188353
1331,21-06-2021,Iron Supplement,Mineral,155,45.51,7054.05,0.17,0,UK,Walmart,0,0,4,1,1,0.7672204720451935
1332,21-06-2021,Electrolyte Powder,Hydration,147,43.47,6390.09,0.05,2,USA,iHerb,1,1,3,2,2,0.7811622601467189
1333,28-06-2021,Whey Protein,Protein,170,56.07,9531.9,0.24,0,UK,Walmart,0,0,7,1,1,0.7643835788788345
1334,28-06-2021,Vitamin C,Vitamin,154,52.99,8160.46,0.06,5,UK,Amazon,1,1,9,0,1,0.7666102108743709
1335,28-06-2021,Fish Oil,Omega,154,14.28,2199.12,0.05,2,USA,Walmart,1,1,5,1,2,0.7910593126071234
1336,28-06-2021,Multivitamin,Vitamin,145,44.8,6496.0,0.09,0,UK,Walmart,0,0,9,1,1,0.7717334084054414
1337,28-06-2021,Pre-Workout,Performance,127,36.03,4575.81,0.19,1,USA,Amazon,1,1,6,0,2,0.7801388021875466
1338,28-06-2021,BCAA,Amino Acid,147,11.32,1664.04,0.08,4,UK,iHerb,1,1,0,2,1,0.7807977792665216
1339,28-06-2021,Creatine,Performance,166,39.39,6538.74,0.21,1,USA,Walmart,1,1,6,1,2,0.780851027032053
1340,28-06-2021,Zinc,Mineral,150,44.66,6699.0,0.02,0,Canada,iHerb,0,0,4,2,0,0.7607691003209873
1341,28-06-2021,Collagen Peptides,Protein,160,40.88,6540.8,0.16,0,USA,Walmart,0,0,7,1,2,0.7814559085984949
1342,28-06-2021,Magnesium,Mineral,163,22.95,3740.85,0.18,1,Canada,iHerb,1,1,4,2,0,0.7676201115127272
1343,28-06-2021,Ashwagandha,Herbal,119,18.93,2252.67,0.08,1,USA,Walmart,1,1,2,1,2,0.7871578385093424
1344,28-06-2021,Melatonin,Sleep Aid,150,23.53,3529.5,0.01,2,USA,Walmart,1,1,8,1,2,0.7899993344820179
1345,28-06-2021,Biotin,Vitamin,146,53.35,7789.1,0.19,3,USA,Amazon,1,1,9,0,2,0.775567491451516
1346,28-06-2021,Green Tea Extract,Fat Burner,150,44.81,6721.5,0.05,1,Canada,iHerb,1,1,1,2,0,0.7582870404901554
1347,28-06-2021,Iron Supplement,Mineral,134,53.21,7130.14,0.12,2,Canada,iHerb,1,1,4,2,0,0.7562490300247331
1348,28-06-2021,Electrolyte Powder,Hydration,154,31.59,4864.86,0.2,1,Canada,Walmart,1,1,3,1,0,0.7610197009767385
1349,05-07-2021,Whey Protein,Protein,175,33.13,5797.75,0.2,3,UK,iHerb,1,1,7,2,1,0.7759450424089223
1350,05-07-2021,Vitamin C,Vitamin,152,33.39,5075.28,0.24,2,Canada,Walmart,1,1,9,1,0,0.764030614111898
1351,05-07-2021,Fish Oil,Omega,162,33.39,5409.18,0.16,3,UK,Amazon,1,1,5,0,1,0.770465134980461
1352,05-07-2021,Multivitamin,Vitamin,152,25.86,3930.72,0.07,1,USA,Amazon,1,1,9,0,2,0.787072083130876
1353,05-07-2021,Pre-Workout,Performance,123,50.63,6227.49,0.03,0,UK,Amazon,0,0,6,0,1,0.7658003125654199
1354,05-07-2021,BCAA,Amino Acid,148,48.18,7130.64,0.11,2,USA,Amazon,1,1,0,0,2,0.7723587652951738
1355,05-07-2021,Creatine,Performance,154,17.82,2744.28,0.11,1,Canada,iHerb,1,1,6,2,0,0.7717066744638638
1356,05-07-2021,Zinc,Mineral,159,29.41,4676.19,0.04,1,UK,iHerb,1,1,4,2,1,0.7770203269780248
1357,05-07-2021,Collagen Peptides,Protein,153,35.75,5469.75,0.04,2,Canada,Amazon,1,1,7,0,0,0.7615663393308111
1358,05-07-2021,Magnesium,Mineral,165,34.58,5705.7,0.24,1,USA,Amazon,1,1,4,0,2,0.7788581204449776
1359,05-07-2021,Ashwagandha,Herbal,153,40.3,6165.9,0.02,4,Canada,Walmart,1,1,2,1,0,0.7587965170915972
1360,05-07-2021,Melatonin,Sleep Aid,158,45.21,7143.18,0.15,1,USA,Walmart,1,1,8,1,2,0.7805901195761974
1361,05-07-2021,Biotin,Vitamin,150,39.17,5875.5,0.13,1,Canada,Amazon,1,1,9,0,0,0.7606213910285693
1362,05-07-2021,Green Tea Extract,Fat Burner,139,22.08,3069.12,0.13,1,USA,Walmart,1,1,1,1,2,0.7848535234354855
1363,05-07-2021,Iron Supplement,Mineral,148,27.51,4071.48,0.11,0,Canada,Amazon,0,0,4,0,0,0.762002491886918
1364,05-07-2021,Electrolyte Powder,Hydration,152,17.49,2658.48,0.14,1,USA,iHerb,1,1,3,2,2,0.7898449753763847
1365,12-07-2021,Whey Protein,Protein,140,16.52,2312.8,0.08,0,Canada,iHerb,0,0,7,2,0,0.7731933209675301
1366,12-07-2021,Vitamin C,Vitamin,134,39.39,5278.26,0.02,3,UK,Walmart,1,1,9,1,1,0.7745422890131641
1367,12-07-2021,Fish Oil,Omega,182,32.5,5915.0,0.01,2,Canada,Amazon,1,1,5,0,0,0.7617937959147957
1368,12-07-2021,Multivitamin,Vitamin,147,20.34,2989.98,0.16,1,Canada,Walmart,1,1,9,1,0,0.7699886878383304
1369,12-07-2021,Pre-Workout,Performance,137,38.25,5240.25,0.21,0,USA,iHerb,0,0,6,2,2,0.7834414489093519
1370,12-07-2021,BCAA,Amino Acid,161,15.75,2535.75,0.17,1,USA,Amazon,1,1,0,0,2,0.7839996336312297
1371,12-07-2021,Creatine,Performance,176,42.14,7416.64,0.1,4,UK,Walmart,1,1,6,1,1,0.7706313815504414
1372,12-07-2021,Zinc,Mineral,144,55.07,7930.08,0.07,2,USA,iHerb,1,1,4,2,2,0.7772449737908127
1373,12-07-2021,Collagen Peptides,Protein,148,24.75,3663.0,0.0,0,UK,Walmart,0,0,7,1,1,0.7789816108503562
1374,12-07-2021,Magnesium,Mineral,142,18.56,2635.52,0.22,2,Canada,iHerb,1,1,4,2,0,0.7689078444820169
1375,12-07-2021,Ashwagandha,Herbal,130,42.68,5548.4,0.24,0,Canada,Walmart,0,0,2,1,0,0.7554298771350488
1376,12-07-2021,Melatonin,Sleep Aid,173,48.29,8354.17,0.02,2,UK,Walmart,1,1,8,1,1,0.770444633177996
1377,12-07-2021,Biotin,Vitamin,140,50.52,7072.8,0.03,1,USA,iHerb,1,1,9,2,2,0.7826461565153849
1378,12-07-2021,Green Tea Extract,Fat Burner,174,58.9,10248.6,0.25,2,Canada,Walmart,1,1,1,1,0,0.7479752758162709
1379,12-07-2021,Iron Supplement,Mineral,137,31.22,4277.14,0.08,1,Canada,iHerb,1,1,4,2,0,0.7654441907439044
1380,12-07-2021,Electrolyte Powder,Hydration,190,46.67,8867.3,0.0,2,UK,Walmart,1,1,3,1,1,0.7678902124310618
1381,19-07-2021,Whey Protein,Protein,170,19.28,3277.6,0.16,2,UK,Walmart,1,1,7,1,1,0.77940402894602
1382,19-07-2021,Vitamin C,Vitamin,157,22.61,3549.77,0.24,3,UK,iHerb,1,1,9,2,1,0.7808280405733188
1383,19-07-2021,Fish Oil,Omega,148,32.62,4827.76,0.11,0,Canada,Amazon,0,0,5,0,0,0.7606640955475366
1384,19-07-2021,Multivitamin,Vitamin,147,11.13,1636.11,0.11,2,USA,Walmart,1,1,9,1,2,0.7941214441489232
1385,19-07-2021,Pre-Workout,Performance,157,55.48,8710.36,0.0,2,USA,iHerb,1,1,6,2,2,0.7791297347250402
1386,19-07-2021,BCAA,Amino Acid,161,26.19,4216.59,0.03,3,UK,Walmart,1,1,0,1,1,0.7734729556165628
1387,19-07-2021,Creatine,Performance,149,39.29,5854.21,0.17,2,UK,Amazon,1,1,6,0,1,0.7687467797011127
1388,19-07-2021,Zinc,Mineral,156,35.68,5566.08,0.2,1,Canada,Walmart,1,1,4,1,0,0.7600851036851187
1389,19-07-2021,Collagen Peptides,Protein,146,55.73,8136.58,0.02,2,USA,iHerb,1,1,7,2,2,0.7794886873941831
1390,19-07-2021,Magnesium,Mineral,147,43.98,6465.06,0.02,2,USA,Walmart,1,1,4,1,2,0.7797551711521423
1391,19-07-2021,Ashwagandha,Herbal,160,18.53,2964.8,0.22,2,Canada,Amazon,1,1,2,0,0,0.7629927439558275
1392,19-07-2021,Melatonin,Sleep Aid,167,37.1,6195.7,0.23,3,Canada,iHerb,1,1,8,2,0,0.7642741636282687
1393,19-07-2021,Biotin,Vitamin,148,29.66,4389.68,0.1,1,UK,iHerb,1,1,9,2,1,0.7796095416680536
1394,19-07-2021,Green Tea Extract,Fat Burner,141,13.49,1902.09,0.17,0,USA,Walmart,0,0,1,1,2,0.7876150611077911
1395,19-07-2021,Iron Supplement,Mineral,144,23.5,3384.0,0.19,3,USA,iHerb,1,1,4,2,2,0.7877938361984769
1396,19-07-2021,Electrolyte Powder,Hydration,139,33.52,4659.28,0.22,2,USA,iHerb,1,1,3,2,2,0.7831508653674499
1397,26-07-2021,Whey Protein,Protein,150,52.37,7855.5,0.0,1,UK,Amazon,1,1,7,0,1,0.7661230395675814
1398,26-07-2021,Vitamin C,Vitamin,169,37.14,6276.66,0.13,1,Canada,iHerb,1,1,9,2,0,0.7660154481326527
1399,26-07-2021,Fish Oil,Omega,151,30.92,4668.92,0.18,3,Canada,Amazon,1,1,5,0,0,0.7605832906566969
1400,26-07-2021,Multivitamin,Vitamin,136,30.4,4134.4,0.17,0,USA,iHerb,0,0,9,2,2,0.7886626913630416
1401,26-07-2021,Pre-Workout,Performance,155,30.91,4791.05,0.23,5,UK,Amazon,1,1,6,0,1,0.7713639692404675
1402,26-07-2021,BCAA,Amino Acid,132,57.52,7592.64,0.24,0,USA,Walmart,0,0,0,1,2,0.7696243853460969
1403,26-07-2021,Creatine,Performance,150,11.02,1653.0,0.15,1,USA,iHerb,1,1,6,2,2,0.7939727342160527
1404,26-07-2021,Zinc,Mineral,165,44.34,7316.1,0.17,1,UK,Walmart,1,1,4,1,1,0.7676777679909044
1405,26-07-2021,Collagen Peptides,Protein,142,50.02,7102.84,0.11,2,Canada,iHerb,1,1,7,2,0,0.7597446974645514
1406,26-07-2021,Magnesium,Mineral,154,31.25,4812.5,0.07,1,Canada,Amazon,1,1,4,0,0,0.7609472958379845
1407,26-07-2021,Ashwagandha,Herbal,151,32.01,4833.51,0.02,2,UK,Walmart,1,1,2,1,1,0.7726834740555807
1408,26-07-2021,Melatonin,Sleep Aid,139,30.64,4258.96,0.06,1,UK,Walmart,1,1,8,1,1,0.7767967613971323
1409,26-07-2021,Biotin,Vitamin,145,36.86,5344.7,0.05,0,UK,Walmart,0,0,9,1,1,0.775197323030304
1410,26-07-2021,Green Tea Extract,Fat Burner,167,30.6,5110.2,0.01,1,UK,Amazon,1,1,1,0,1,0.7704188854222701
1411,26-07-2021,Iron Supplement,Mineral,152,45.35,6893.2,0.04,1,Canada,iHerb,1,1,4,2,0,0.7602770617325134
1412,26-07-2021,Electrolyte Powder,Hydration,134,20.71,2775.14,0.02,1,UK,iHerb,1,1,3,2,1,0.7798520311265742
1413,02-08-2021,Whey Protein,Protein,135,36.69,4953.15,0.04,0,Canada,iHerb,0,0,7,2,0,0.7657810310500367
1414,02-08-2021,Vitamin C,Vitamin,162,40.31,6530.22,0.08,2,USA,Amazon,1,1,9,0,2,0.7816188686911489
1415,02-08-2021,Fish Oil,Omega,143,21.15,3024.45,0.05,1,USA,iHerb,1,1,5,2,2,0.790672421406939
1416,02-08-2021,Multivitamin,Vitamin,156,10.6,1653.6,0.13,2,USA,Amazon,1,1,9,0,2,0.7920314110236841
1417,02-08-2021,Pre-Workout,Performance,149,56.4,8403.6,0.21,1,UK,iHerb,1,1,6,2,1,0.7661698113103751
1418,02-08-2021,BCAA,Amino Acid,140,35.22,4930.8,0.19,1,UK,iHerb,1,1,0,2,1,0.7705523488625209
1419,02-08-2021,Creatine,Performance,127,50.3,6388.1,0.07,2,Canada,Amazon,1,1,6,0,0,0.7546948941995104
1420,02-08-2021,Zinc,Mineral,147,52.26,7682.22,0.13,2,UK,iHerb,1,1,4,2,1,0.7672748779726583
1421,02-08-2021,Collagen Peptides,Protein,167,25.66,4285.22,0.19,1,Canada,iHerb,1,1,7,2,0,0.7685010634230078
1422,02-08-2021,Magnesium,Mineral,146,46.22,6748.12,0.1,0,UK,iHerb,0,0,4,2,1,0.7699449627030889
1423,02-08-2021,Ashwagandha,Herbal,145,18.8,2726.0,0.19,1,USA,iHerb,1,1,2,2,2,0.7882353045384584
1424,02-08-2021,Melatonin,Sleep Aid,148,59.1,8746.8,0.1,0,USA,Walmart,0,0,8,1,2,0.7758538391247952
1425,02-08-2021,Biotin,Vitamin,130,39.97,5196.1,0.1,1,UK,Walmart,1,1,9,1,1,0.7734871529950751
1426,02-08-2021,Green Tea Extract,Fat Burner,124,35.24,4369.76,0.04,0,UK,iHerb,0,0,1,2,1,0.7727917935615193
1427,02-08-2021,Iron Supplement,Mineral,133,40.49,5385.17,0.05,0,UK,Amazon,0,0,4,0,1,0.7681889594737779
1428,02-08-2021,Electrolyte Powder,Hydration,165,26.38,4352.7,0.05,1,UK,Amazon,1,1,3,0,1,0.7729754213667396
1429,09-08-2021,Whey Protein,Protein,151,18.22,2751.22,0.2,2,UK,Walmart,1,1,7,1,1,0.7793937766917032
1430,09-08-2021,Vitamin C,Vitamin,134,18.51,2480.34,0.06,1,Canada,iHerb,1,1,9,2,0,0.7739784585336587
1431,09-08-2021,Fish Oil,Omega,152,57.39,8723.28,0.03,4,Canada,iHerb,1,1,5,2,0,0.7562542334472907
1432,09-08-2021,Multivitamin,Vitamin,140,26.95,3773.0,0.04,3,UK,iHerb,1,1,9,2,1,0.7812385816131174
1433,09-08-2021,Pre-Workout,Performance,143,38.32,5479.76,0.12,1,Canada,Walmart,1,1,6,1,0,0.7612921609362154
1434,09-08-2021,BCAA,Amino Acid,159,43.41,6902.19,0.22,0,USA,iHerb,0,0,0,2,2,0.7774710213493105
1435,09-08-2021,Creatine,Performance,135,31.86,4301.1,0.1,0,Canada,Walmart,0,0,6,1,0,0.764068284120384
1436,09-08-2021,Zinc,Mineral,150,33.83,5074.5,0.19,1,USA,Walmart,1,1,4,1,2,0.7818277106461275
1437,09-08-2021,Collagen Peptides,Protein,157,30.74,4826.18,0.19,0,Canada,Walmart,0,0,7,1,0,0.7642341985813282
1438,09-08-2021,Magnesium,Mineral,133,30.1,4003.3,0.21,1,USA,iHerb,1,1,4,2,2,0.7851666948499714
1439,09-08-2021,Ashwagandha,Herbal,156,39.31,6132.36,0.09,2,Canada,Amazon,1,1,2,0,0,0.7560949428419191
1440,09-08-2021,Melatonin,Sleep Aid,144,59.64,8588.16,0.03,0,UK,Walmart,0,0,8,1,1,0.7659122912763696
1441,09-08-2021,Biotin,Vitamin,167,42.51,7099.17,0.08,1,USA,iHerb,1,1,9,2,2,0.7851137270420254
1442,09-08-2021,Green Tea Extract,Fat Burner,141,30.54,4306.14,0.18,1,UK,iHerb,1,1,1,2,1,0.7731356503227549
1443,09-08-2021,Iron Supplement,Mineral,176,35.15,6186.4,0.15,4,Canada,iHerb,1,1,4,2,0,0.7631430740628082
1444,09-08-2021,Electrolyte Powder,Hydration,122,52.68,6426.96,0.06,3,Canada,Amazon,1,1,3,0,0,0.7517035256922682
1445,16-08-2021,Whey Protein,Protein,173,31.95,5527.35,0.01,4,UK,Walmart,1,1,7,1,1,0.7761515051761193
1446,16-08-2021,Vitamin C,Vitamin,149,44.49,6629.01,0.12,0,Canada,iHerb,0,0,9,2,0,0.7632256231763481
1447,16-08-2021,Fish Oil,Omega,139,38.71,5380.69,0.16,1,Canada,iHerb,1,1,5,2,0,0.7623166539121805
1448,16-08-2021,Multivitamin,Vitamin,154,44.76,6893.04,0.1,2,Canada,Walmart,1,1,9,1,0,0.7610307871038668
1449,16-08-2021,Pre-Workout,Performance,155,55.85,8656.75,0.03,2,USA,iHerb,1,1,6,2,2,0.7786826620665931
1450,16-08-2021,BCAA,Amino Acid,133,26.65,3544.45,0.09,0,Canada,iHerb,0,0,0,2,0,0.7643855166829501
1451,16-08-2021,Creatine,Performance,153,11.71,1791.63,0.08,3,UK,Walmart,1,1,6,1,1,0.7824007411851358
1452,16-08-2021,Zinc,Mineral,157,44.91,7050.87,0.08,0,UK,Amazon,0,0,4,0,1,0.7661409569303168
1453,16-08-2021,Collagen Peptides,Protein,141,59.02,8321.82,0.12,0,UK,Walmart,0,0,7,1,1,0.7645064910784821
1454,16-08-2021,Magnesium,Mineral,135,38.93,5255.55,0.02,3,UK,Amazon,1,1,4,0,1,0.7691140415224743
1455,16-08-2021,Ashwagandha,Herbal,145,49.03,7109.35,0.19,2,USA,iHerb,1,1,2,2,2,0.776973775976815
1456,16-08-2021,Melatonin,Sleep Aid,154,41.44,6381.76,0.14,5,USA,Walmart,1,1,8,1,2,0.7821023524627417
1457,16-08-2021,Biotin,Vitamin,159,53.62,8525.58,0.05,0,USA,iHerb,0,0,9,2,2,0.7812856913413875
1458,16-08-2021,Green Tea Extract,Fat Burner,149,51.46,7667.54,0.11,2,Canada,Amazon,1,1,1,0,0,0.7502158448577394
1459,16-08-2021,Iron Supplement,Mineral,151,40.76,6154.76,0.21,0,USA,Walmart,0,0,4,1,2,0.7790230294896193
1460,16-08-2021,Electrolyte Powder,Hydration,153,18.21,2786.13,0.03,4,USA,Amazon,1,1,3,0,2,0.7864318340315577
1461,23-08-2021,Whey Protein,Protein,146,18.57,2711.22,0.17,2,UK,Walmart,1,1,7,1,1,0.7795689793319317
1462,23-08-2021,Vitamin C,Vitamin,155,54.68,8475.4,0.1,1,Canada,Amazon,1,1,9,0,0,0.7547129203479964
1463,23-08-2021,Fish Oil,Omega,149,53.18,7923.82,0.23,1,USA,Walmart,1,1,5,1,2,0.7747652561488582
1464,23-08-2021,Multivitamin,Vitamin,165,56.54,9329.1,0.06,2,USA,iHerb,1,1,9,2,2,0.780088893843203
1465,23-08-2021,Pre-Workout,Performance,142,10.27,1458.34,0.14,1,UK,Amazon,1,1,6,0,1,0.780158090617978
1466,23-08-2021,BCAA,Amino Acid,143,52.57,7517.51,0.15,3,USA,Walmart,1,1,0,1,2,0.7724837503537437
1467,23-08-2021,Creatine,Performance,141,32.53,4586.73,0.0,1,Canada,Walmart,1,1,6,1,0,0.7648758765616678
1468,23-08-2021,Zinc,Mineral,156,46.81,7302.36,0.14,0,USA,Walmart,0,0,4,1,2,0.7774555161593973
1469,23-08-2021,Collagen Peptides,Protein,133,23.75,3158.75,0.02,1,Canada,Amazon,1,1,7,0,0,0.766518622620555
1470,23-08-2021,Magnesium,Mineral,152,46.02,6995.04,0.16,1,USA,iHerb,1,1,4,2,2,0.7797388443331651
1471,23-08-2021,Ashwagandha,Herbal,160,41.87,6699.2,0.14,0,Canada,Walmart,0,0,2,1,0,0.7568545665515545
1472,23-08-2021,Melatonin,Sleep Aid,157,57.13,8969.41,0.2,2,USA,Amazon,1,1,8,0,2,0.7733494141457674
1473,23-08-2021,Biotin,Vitamin,141,27.02,3809.82,0.12,1,UK,Amazon,1,1,9,0,1,0.7760112600669468
1474,23-08-2021,Green Tea Extract,Fat Burner,150,58.89,8833.5,0.03,3,Canada,iHerb,1,1,1,2,0,0.7528120118332761
1475,23-08-2021,Iron Supplement,Mineral,170,46.25,7862.5,0.11,2,USA,Amazon,1,1,4,0,2,0.7757737723491788
1476,23-08-2021,Electrolyte Powder,Hydration,144,38.91,5603.04,0.12,2,Canada,Amazon,1,1,3,0,0,0.7566321753944804
1477,30-08-2021,Whey Protein,Protein,142,14.19,2014.98,0.01,1,USA,Walmart,1,1,7,1,2,0.7927448682260827
1478,30-08-2021,Vitamin C,Vitamin,128,50.65,6483.2,0.01,2,UK,Amazon,1,1,9,0,1,0.7680564812859154
1479,30-08-2021,Fish Oil,Omega,141,34.25,4829.25,0.08,1,Canada,Walmart,1,1,5,1,0,0.7626468638100992
1480,30-08-2021,Multivitamin,Vitamin,146,15.73,2296.58,0.25,1,Canada,Amazon,1,1,9,0,0,0.7685745525147938
1481,30-08-2021,Pre-Workout,Performance,144,28.19,4059.36,0.21,1,USA,iHerb,1,1,6,2,2,0.787155970252571
1482,30-08-2021,BCAA,Amino Acid,158,52.31,8264.98,0.18,1,UK,Walmart,1,1,0,1,1,0.7616768258038266
1483,30-08-2021,Creatine,Performance,135,58.8,7938.0,0.06,1,Canada,iHerb,1,1,6,2,0,0.7560608971585349
1484,30-08-2021,Zinc,Mineral,152,35.84,5447.68,0.2,1,USA,Walmart,1,1,4,1,2,0.7809741297004603
1485,30-08-2021,Collagen Peptides,Protein,119,38.78,4614.82,0.24,2,Canada,Walmart,1,1,7,1,0,0.7605052389826946
1486,30-08-2021,Magnesium,Mineral,140,20.06,2808.4,0.23,3,UK,Walmart,1,1,4,1,1,0.7764064701005626
1487,30-08-2021,Ashwagandha,Herbal,160,35.22,5635.2,0.12,1,Canada,iHerb,1,1,2,2,0,0.762053608214424
1488,30-08-2021,Melatonin,Sleep Aid,150,16.59,2488.5,0.22,2,UK,iHerb,1,1,8,2,1,0.7826280347104208
1489,30-08-2021,Biotin,Vitamin,147,28.5,4189.5,0.19,2,UK,Walmart,1,1,9,1,1,0.7769308227755419
1490,30-08-2021,Green Tea Extract,Fat Burner,160,20.23,3236.8,0.08,1,UK,iHerb,1,1,1,2,1,0.7781009499891671
1491,30-08-2021,Iron Supplement,Mineral,144,26.47,3811.68,0.03,1,Canada,iHerb,1,1,4,2,0,0.7678376733353423
1492,30-08-2021,Electrolyte Powder,Hydration,154,13.55,2086.7,0.12,2,USA,Walmart,1,1,3,1,2,0.789365358588503
1493,06-09-2021,Whey Protein,Protein,150,24.45,3667.5,0.02,4,Canada,iHerb,1,1,7,2,0,0.7707650148752785
1494,06-09-2021,Vitamin C,Vitamin,146,49.6,7241.6,0.08,2,USA,iHerb,1,1,9,2,2,0.7824825527319598
1495,06-09-2021,Fish Oil,Omega,134,17.24,2310.16,0.2,0,Canada,iHerb,0,0,5,2,0,0.7703097383143063
1496,06-09-2021,Multivitamin,Vitamin,151,33.05,4990.55,0.08,1,USA,Amazon,1,1,9,0,2,0.7843205955221659
1497,06-09-2021,Pre-Workout,Performance,174,54.46,9476.04,0.12,2,Canada,Amazon,1,1,6,0,0,0.752450398294878
1498,06-09-2021,BCAA,Amino Acid,168,58.09,9759.12,0.1,2,USA,Amazon,1,1,0,0,2,0.7686262866021359
