Order_id,Date,Product,Category,Units_Sold,Price,Revenue,Discount,Units_Returned,Location,Platform,Return_flag
932,28-12-2020,Electrolyte Powder,Hydration,145,53.8,7801,0.2,0,USA,iHerb,0
933,04-01-2021,Whey Protein,Protein,150,41.25,6187.5,0.24,2,UK,iHerb,1
934,04-01-2021,Vitamin C,Vitamin,151,13.15,1985.65,0.05,0,Canada,iHerb,0
935,04-01-2021,Fish Oil,Omega,159,16.8,2671.2,0.21,0,UK,Amazon,0
936,04-01-2021,Multivitamin,Vitamin,143,28.62,4092.66,0.06,1,USA,iHerb,1
937,04-01-2021,Pre-Workout,Performance,147,12.8,1881.6,0.04,0,UK,iHerb,0
938,04-01-2021,BCAA,Amino Acid,154,51.82,7980.28,0.13,1,UK,iHerb,1
939,04-01-2021,Creatine,Performance,152,19.88,3021.76,0.08,2,USA,Walmart,1
940,04-01-2021,Zinc,Mineral,139,58.51,8132.89,0.01,2,USA,iHerb,1
941,04-01-2021,Collagen Peptides,Protein,161,16.78,2701.58,0.04,2,UK,iHerb,1
942,04-01-2021,Magnesium,Mineral,155,56.87,8814.85,0.17,0,Canada,Walmart,0
943,04-01-2021,Ashwagandha,Herbal,140,20.47,2865.8,0.02,2,USA,Amazon,1
944,04-01-2021,Melatonin,Sleep Aid,146,42.51,6206.46,0.02,4,UK,Amazon,1
945,04-01-2021,Biotin,Vitamin,141,30.11,4245.51,0.01,1,USA,iHerb,1
946,04-01-2021,Green Tea Extract,Fat Burner,133,27.54,3662.82,0.19,2,UK,Amazon,1
947,04-01-2021,Iron Supplement,Mineral,136,28.67,3899.12,0.04,2,UK,Walmart,1
948,04-01-2021,Electrolyte Powder,Hydration,158,28.34,4477.72,0.03,2,Canada,iHerb,1
949,11-01-2021,Whey Protein,Protein,161,38.93,6267.73,0.23,2,USA,iHerb,1
950,11-01-2021,Vitamin C,Vitamin,137,52.16,7145.92,0.16,2,UK,Amazon,1
951,11-01-2021,Fish Oil,Omega,171,37.21,6362.91,0.19,3,Canada,Walmart,1
952,11-01-2021,Multivitamin,Vitamin,154,49.87,7679.98,0.18,0,UK,iHerb,0
953,11-01-2021,Pre-Workout,Performance,149,26.87,4003.63,0,1,Canada,Amazon,1
954,11-01-2021,BCAA,Amino Acid,152,43.17,6561.84,0.21,0,Canada,Walmart,0
955,11-01-2021,Creatine,Performance,133,17.83,2371.39,0.24,2,Canada,Walmart,1
956,11-01-2021,Zinc,Mineral,131,41.91,5490.21,0.09,3,UK,iHerb,1
957,11-01-2021,Collagen Peptides,Protein,126,39.54,4982.04,0.16,0,Canada,Walmart,0
958,11-01-2021,Magnesium,Mineral,145,19.75,2863.75,0.21,1,USA,iHerb,1
959,11-01-2021,Ashwagandha,Herbal,160,20.38,3260.8,0.14,3,USA,iHerb,1
960,11-01-2021,Melatonin,Sleep Aid,148,32.61,4826.28,0.04,1,USA,Amazon,1
961,11-01-2021,Biotin,Vitamin,178,53.4,9505.2,0.22,1,Canada,Walmart,1
962,11-01-2021,Green Tea Extract,Fat Burner,129,25.58,3299.82,0.2,1,USA,Walmart,1
963,11-01-2021,Iron Supplement,Mineral,149,29.12,4338.88,0.11,1,USA,iHerb,1
964,11-01-2021,Electrolyte Powder,Hydration,145,50.44,7313.8,0.09,1,USA,Amazon,1
965,18-01-2021,Whey Protein,Protein,156,23.88,3725.28,0.23,2,Canada,Walmart,1
966,18-01-2021,Vitamin C,Vitamin,153,11.46,1753.38,0.15,1,USA,Walmart,1
967,18-01-2021,Fish Oil,Omega,152,14.07,2138.64,0.05,4,USA,Amazon,1
968,18-01-2021,Multivitamin,Vitamin,147,12.64,1858.08,0.01,2,UK,iHerb,1
969,18-01-2021,Pre-Workout,Performance,151,22.16,3346.16,0.19,0,Canada,Amazon,0
970,18-01-2021,BCAA,Amino Acid,138,24.31,3354.78,0.06,2,USA,iHerb,1
971,18-01-2021,Creatine,Performance,155,30.89,4787.95,0.02,1,UK,Walmart,1
972,18-01-2021,Zinc,Mineral,158,35.91,5673.78,0.01,2,UK,iHerb,1
973,18-01-2021,Collagen Peptides,Protein,151,57.25,8644.75,0.17,0,Canada,Amazon,0
974,18-01-2021,Magnesium,Mineral,149,33.49,4990.01,0.11,2,USA,Walmart,1
975,18-01-2021,Ashwagandha,Herbal,145,35.19,5102.55,0.21,2,USA,Amazon,1
976,18-01-2021,Melatonin,Sleep Aid,144,55.61,8007.84,0.05,0,Canada,Amazon,0
977,18-01-2021,Biotin,Vitamin,159,58.39,9284.01,0.22,2,UK,iHerb,1
978,18-01-2021,Green Tea Extract,Fat Burner,151,22.33,3371.83,0.11,2,USA,Walmart,1
979,18-01-2021,Iron Supplement,Mineral,152,23.99,3646.48,0.14,0,USA,Walmart,0
980,18-01-2021,Electrolyte Powder,Hydration,147,44.67,6566.49,0.25,1,UK,iHerb,1
981,25-01-2021,Whey Protein,Protein,150,32.03,4804.5,0.21,2,Canada,iHerb,1
982,25-01-2021,Vitamin C,Vitamin,167,53.67,8962.89,0.01,3,UK,Amazon,1
983,25-01-2021,Fish Oil,Omega,144,35.6,5126.4,0.24,0,UK,Walmart,0
984,25-01-2021,Multivitamin,Vitamin,145,29.8,4321,0.05,1,UK,Amazon,1
985,25-01-2021,Pre-Workout,Performance,146,48.1,7022.6,0.13,5,USA,Amazon,1
986,25-01-2021,BCAA,Amino Acid,149,23.11,3443.39,0.11,0,USA,iHerb,0
987,25-01-2021,Creatine,Performance,177,23.41,4143.57,0.15,2,Canada,iHerb,1
988,25-01-2021,Zinc,Mineral,150,38.11,5716.5,0.14,0,UK,Walmart,0
989,25-01-2021,Collagen Peptides,Protein,134,23.44,3140.96,0.01,2,Canada,Amazon,1
990,25-01-2021,Magnesium,Mineral,151,34.21,5165.71,0.02,1,USA,Walmart,1
991,25-01-2021,Ashwagandha,Herbal,147,55.33,8133.51,0.05,2,UK,Amazon,1
992,25-01-2021,Melatonin,Sleep Aid,147,27.36,4021.92,0.07,2,UK,iHerb,1
993,25-01-2021,Biotin,Vitamin,177,50.57,8950.89,0.01,2,USA,Walmart,1
994,25-01-2021,Green Tea Extract,Fat Burner,160,51.19,8190.4,0.16,4,USA,Amazon,1
995,25-01-2021,Iron Supplement,Mineral,151,36.41,5497.91,0.03,2,USA,iHerb,1
996,25-01-2021,Electrolyte Powder,Hydration,149,10.5,1564.5,0.05,1,Canada,iHerb,1
997,01-02-2021,Whey Protein,Protein,178,31.22,5557.16,0.18,2,Canada,Amazon,1
998,01-02-2021,Vitamin C,Vitamin,143,20.88,2985.84,0.24,0,UK,Walmart,0
999,01-02-2021,Fish Oil,Omega,145,21.09,3058.05,0.2,0,UK,Amazon,0
1000,01-02-2021,Multivitamin,Vitamin,129,10.5,1354.5,0.02,2,UK,iHerb,1
1001,01-02-2021,Pre-Workout,Performance,165,12.62,2082.3,0.2,3,UK,iHerb,1
1002,01-02-2021,BCAA,Amino Acid,162,21.65,3507.3,0.21,2,USA,iHerb,1
1003,01-02-2021,Creatine,Performance,139,49.63,6898.57,0.05,0,Canada,Walmart,0
1004,01-02-2021,Zinc,Mineral,164,52.08,8541.12,0.14,3,USA,iHerb,1
1005,01-02-2021,Collagen Peptides,Protein,172,13.77,2368.44,0.06,2,USA,Walmart,1
1006,01-02-2021,Magnesium,Mineral,167,40.35,6738.45,0.05,3,Canada,Walmart,1
1007,01-02-2021,Ashwagandha,Herbal,186,34.74,6461.64,0.02,2,Canada,Walmart,1
1008,01-02-2021,Melatonin,Sleep Aid,150,32.1,4815,0.08,1,UK,Walmart,1
1009,01-02-2021,Biotin,Vitamin,153,48.05,7351.65,0.18,1,UK,Walmart,1
1010,01-02-2021,Green Tea Extract,Fat Burner,179,26.18,4686.22,0.05,2,Canada,iHerb,1
1011,01-02-2021,Iron Supplement,Mineral,136,44.85,6099.6,0.14,1,USA,Amazon,1
1012,01-02-2021,Electrolyte Powder,Hydration,147,10.29,1512.63,0.02,3,Canada,Amazon,1
1013,08-02-2021,Whey Protein,Protein,129,56,7224,0.07,1,UK,Walmart,1
1014,08-02-2021,Vitamin C,Vitamin,152,57.1,8679.2,0.18,0,Canada,iHerb,0
1015,08-02-2021,Fish Oil,Omega,156,33.54,5232.24,0.01,0,Canada,iHerb,0
1016,08-02-2021,Multivitamin,Vitamin,161,25.08,4037.88,0.1,3,USA,Walmart,1
1017,08-02-2021,Pre-Workout,Performance,159,15.88,2524.92,0.06,3,Canada,Walmart,1
1018,08-02-2021,BCAA,Amino Acid,153,39.82,6092.46,0.09,3,UK,iHerb,1
1019,08-02-2021,Creatine,Performance,151,16.45,2483.95,0.13,4,USA,Walmart,1
1020,08-02-2021,Zinc,Mineral,143,48.2,6892.6,0.06,0,UK,Amazon,0
1021,08-02-2021,Collagen Peptides,Protein,131,19.98,2617.38,0.09,1,Canada,Amazon,1
1022,08-02-2021,Magnesium,Mineral,158,30.32,4790.56,0.12,2,Canada,Walmart,1
1023,08-02-2021,Ashwagandha,Herbal,163,50.39,8213.57,0.17,2,USA,iHerb,1
1024,08-02-2021,Melatonin,Sleep Aid,157,16.92,2656.44,0.17,1,USA,Walmart,1
1025,08-02-2021,Biotin,Vitamin,155,55.34,8577.7,0.15,0,Canada,Amazon,0
1026,08-02-2021,Green Tea Extract,Fat Burner,148,49.71,7357.08,0.12,3,UK,Walmart,1
1027,08-02-2021,Iron Supplement,Mineral,141,54.93,7745.13,0.22,2,USA,iHerb,1
1028,08-02-2021,Electrolyte Powder,Hydration,165,53.25,8786.25,0.08,0,UK,iHerb,0
1029,15-02-2021,Whey Protein,Protein,140,22.56,3158.4,0.08,0,USA,Walmart,0
1030,15-02-2021,Vitamin C,Vitamin,142,32.09,4556.78,0.09,2,Canada,iHerb,1
1031,15-02-2021,Fish Oil,Omega,168,26.6,4468.8,0.19,0,UK,Walmart,0
1032,15-02-2021,Multivitamin,Vitamin,134,50.39,6752.26,0.06,0,USA,Amazon,0
1033,15-02-2021,Pre-Workout,Performance,134,41.69,5586.46,0.06,1,UK,Walmart,1
1034,15-02-2021,BCAA,Amino Acid,151,21.66,3270.66,0.22,1,Canada,Amazon,1
1035,15-02-2021,Creatine,Performance,157,28.63,4494.91,0.09,2,Canada,iHerb,1
1036,15-02-2021,Zinc,Mineral,128,20.89,2673.92,0.17,2,UK,Amazon,1
1037,15-02-2021,Collagen Peptides,Protein,152,43.09,6549.68,0.09,3,Canada,Walmart,1
1038,15-02-2021,Magnesium,Mineral,142,47.27,6712.34,0.09,1,Canada,Walmart,1
1039,15-02-2021,Ashwagandha,Herbal,149,56.5,8418.5,0.14,2,UK,Amazon,1
1040,15-02-2021,Melatonin,Sleep Aid,169,21.6,3650.4,0.18,3,USA,iHerb,1
1041,15-02-2021,Biotin,Vitamin,165,14.47,2387.55,0.11,1,USA,Walmart,1
1042,15-02-2021,Green Tea Extract,Fat Burner,142,13.78,1956.76,0.21,1,Canada,Walmart,1
1043,15-02-2021,Iron Supplement,Mineral,153,26.87,4111.11,0.02,4,Canada,iHerb,1
1044,15-02-2021,Electrolyte Powder,Hydration,162,21.18,3431.16,0.23,1,USA,iHerb,1
1045,22-02-2021,Whey Protein,Protein,136,57.19,7777.84,0,0,Canada,Walmart,0
1046,22-02-2021,Vitamin C,Vitamin,174,15.66,2724.84,0.14,3,UK,iHerb,1
1047,22-02-2021,Fish Oil,Omega,156,59.64,9303.84,0.1,1,USA,Amazon,1
1048,22-02-2021,Multivitamin,Vitamin,152,14.32,2176.64,0,1,Canada,iHerb,1
1049,22-02-2021,Pre-Workout,Performance,164,59.96,9833.44,0.07,1,UK,Walmart,1
1050,22-02-2021,BCAA,Amino Acid,136,24.26,3299.36,0.2,3,UK,iHerb,1
1051,22-02-2021,Creatine,Performance,167,15.64,2611.88,0.22,2,USA,Walmart,1
1052,22-02-2021,Zinc,Mineral,136,24.36,3312.96,0.18,1,UK,Walmart,1
1053,22-02-2021,Collagen Peptides,Protein,145,35.16,5098.2,0.08,2,UK,Walmart,1
1054,22-02-2021,Magnesium,Mineral,162,37.53,6079.86,0.21,1,USA,iHerb,1
1055,22-02-2021,Ashwagandha,Herbal,146,33.37,4872.02,0.07,4,USA,Walmart,1
1056,22-02-2021,Melatonin,Sleep Aid,143,36.34,5196.62,0.01,0,Canada,iHerb,0
1057,22-02-2021,Biotin,Vitamin,139,31.66,4400.74,0.2,2,UK,iHerb,1
1058,22-02-2021,Green Tea Extract,Fat Burner,147,25.82,3795.54,0.19,0,UK,Walmart,0
1059,22-02-2021,Iron Supplement,Mineral,149,21.78,3245.22,0.23,3,UK,iHerb,1
1060,22-02-2021,Electrolyte Powder,Hydration,158,36.02,5691.16,0.24,4,UK,Amazon,1
1061,01-03-2021,Whey Protein,Protein,139,19.86,2760.54,0.05,2,Canada,Walmart,1
1062,01-03-2021,Vitamin C,Vitamin,147,14.45,2124.15,0.13,3,USA,iHerb,1
1063,01-03-2021,Fish Oil,Omega,169,28.33,4787.77,0.15,0,UK,Amazon,0
1064,01-03-2021,Multivitamin,Vitamin,136,14.27,1940.72,0.23,0,UK,Walmart,0
1065,01-03-2021,Pre-Workout,Performance,147,39.95,5872.65,0.02,0,Canada,iHerb,0
1066,01-03-2021,BCAA,Amino Acid,173,49.06,8487.38,0,1,UK,Walmart,1
1067,01-03-2021,Creatine,Performance,155,55.48,8599.4,0.16,0,Canada,iHerb,0
1068,01-03-2021,Zinc,Mineral,128,25.17,3221.76,0.1,0,UK,Walmart,0
1069,01-03-2021,Collagen Peptides,Protein,153,35.15,5377.95,0.02,2,USA,Amazon,1
1070,01-03-2021,Magnesium,Mineral,144,31.73,4569.12,0.05,0,Canada,Walmart,0
1071,01-03-2021,Ashwagandha,Herbal,160,48.36,7737.6,0.05,1,UK,Walmart,1
1072,01-03-2021,Melatonin,Sleep Aid,149,56.59,8431.91,0.05,1,UK,Amazon,1
1073,01-03-2021,Biotin,Vitamin,135,33.03,4459.05,0.23,3,Canada,Amazon,1
1074,01-03-2021,Green Tea Extract,Fat Burner,146,54.81,8002.26,0.2,0,USA,Walmart,0
1075,01-03-2021,Iron Supplement,Mineral,143,21.49,3073.07,0.05,0,UK,Walmart,0
1076,01-03-2021,Electrolyte Powder,Hydration,155,12.62,1956.1,0.06,3,Canada,Walmart,1
1077,08-03-2021,Whey Protein,Protein,165,30.8,5082,0.24,1,UK,Amazon,1
1078,08-03-2021,Vitamin C,Vitamin,139,18.64,2590.96,0.09,3,USA,Amazon,1
1079,08-03-2021,Fish Oil,Omega,154,56.72,8734.88,0.01,0,UK,iHerb,0
1080,08-03-2021,Multivitamin,Vitamin,152,11.98,1820.96,0.1,2,UK,Walmart,1
1081,08-03-2021,Pre-Workout,Performance,157,26.03,4086.71,0.02,1,USA,iHerb,1
1082,08-03-2021,BCAA,Amino Acid,149,48.32,7199.68,0.12,1,UK,Amazon,1
1083,08-03-2021,Creatine,Performance,162,43.65,7071.3,0.01,2,UK,Walmart,1
1084,08-03-2021,Zinc,Mineral,160,21.43,3428.8,0.22,0,UK,iHerb,0
1085,08-03-2021,Collagen Peptides,Protein,159,32.34,5142.06,0,3,USA,Amazon,1
1086,08-03-2021,Magnesium,Mineral,145,43.87,6361.15,0.18,4,UK,Amazon,1
1087,08-03-2021,Ashwagandha,Herbal,151,57.69,8711.19,0.16,1,UK,iHerb,1
1088,08-03-2021,Melatonin,Sleep Aid,134,28.11,3766.74,0.17,1,USA,iHerb,1
1089,08-03-2021,Biotin,Vitamin,138,13.03,1798.14,0.1,1,USA,iHerb,1
1090,08-03-2021,Green Tea Extract,Fat Burner,148,51.4,7607.2,0.19,0,UK,Amazon,0
1091,08-03-2021,Iron Supplement,Mineral,138,56.74,7830.12,0.21,3,USA,iHerb,1
1092,08-03-2021,Electrolyte Powder,Hydration,143,33.54,4796.22,0.04,0,Canada,iHerb,0
1093,15-03-2021,Whey Protein,Protein,177,22,3894,0.02,4,USA,Amazon,1
1094,15-03-2021,Vitamin C,Vitamin,153,55.58,8503.74,0.09,2,UK,Walmart,1
1095,15-03-2021,Fish Oil,Omega,118,51.56,6084.08,0.19,1,Canada,iHerb,1
1096,15-03-2021,Multivitamin,Vitamin,146,10.01,1461.46,0.06,0,USA,iHerb,0
1097,15-03-2021,Pre-Workout,Performance,141,23.98,3381.18,0.05,1,Canada,Walmart,1
1098,15-03-2021,BCAA,Amino Acid,166,13.93,2312.38,0.09,2,UK,iHerb,1
1099,15-03-2021,Creatine,Performance,152,57.98,8812.96,0.2,2,USA,Amazon,1
1100,15-03-2021,Zinc,Mineral,150,59.22,8883,0.1,0,Canada,iHerb,0
1101,15-03-2021,Collagen Peptides,Protein,156,39.29,6129.24,0.15,1,UK,Walmart,1
1102,15-03-2021,Magnesium,Mineral,164,32.43,5318.52,0.13,2,Canada,Amazon,1
1103,15-03-2021,Ashwagandha,Herbal,161,42.3,6810.3,0.04,4,UK,Amazon,1
1104,15-03-2021,Melatonin,Sleep Aid,146,11.02,1608.92,0.05,1,Canada,Amazon,1
1105,15-03-2021,Biotin,Vitamin,167,56.49,9433.83,0.12,1,USA,iHerb,1
1106,15-03-2021,Green Tea Extract,Fat Burner,133,22.35,2972.55,0.22,3,UK,Walmart,1
1107,15-03-2021,Iron Supplement,Mineral,176,43.85,7717.6,0.19,0,UK,Amazon,0
1108,15-03-2021,Electrolyte Powder,Hydration,154,34.88,5371.52,0.04,0,Canada,iHerb,0
1109,22-03-2021,Whey Protein,Protein,145,41.16,5968.2,0.02,1,UK,Walmart,1
1110,22-03-2021,Vitamin C,Vitamin,137,41.87,5736.19,0.14,2,USA,Walmart,1
1111,22-03-2021,Fish Oil,Omega,144,31.64,4556.16,0.12,2,UK,Amazon,1
1112,22-03-2021,Multivitamin,Vitamin,154,14.29,2200.66,0.02,3,UK,Walmart,1
1113,22-03-2021,Pre-Workout,Performance,157,27.84,4370.88,0.15,3,UK,Amazon,1
1114,22-03-2021,BCAA,Amino Acid,120,54.49,6538.8,0,0,UK,Walmart,0
1115,22-03-2021,Creatine,Performance,141,11.41,1608.81,0.06,3,Canada,Walmart,1
1116,22-03-2021,Zinc,Mineral,147,55.91,8218.77,0.1,0,Canada,Amazon,0
1117,22-03-2021,Collagen Peptides,Protein,151,50.22,7583.22,0.02,2,USA,Amazon,1
1118,22-03-2021,Magnesium,Mineral,152,16.12,2450.24,0.13,3,UK,Walmart,1
1119,22-03-2021,Ashwagandha,Herbal,147,13.52,1987.44,0.07,1,UK,iHerb,1
1120,22-03-2021,Melatonin,Sleep Aid,176,33.04,5815.04,0.17,0,Canada,iHerb,0
1121,22-03-2021,Biotin,Vitamin,149,53.34,7947.66,0.16,2,UK,Walmart,1
1122,22-03-2021,Green Tea Extract,Fat Burner,134,16.63,2228.42,0.19,1,Canada,Amazon,1
1123,22-03-2021,Iron Supplement,Mineral,173,47.69,8250.37,0.05,1,UK,iHerb,1
1124,22-03-2021,Electrolyte Powder,Hydration,154,15.2,2340.8,0.24,3,USA,Amazon,1
1125,29-03-2021,Whey Protein,Protein,141,35.92,5064.72,0.12,1,Canada,Amazon,1
1126,29-03-2021,Vitamin C,Vitamin,153,30.55,4674.15,0.16,2,Canada,Walmart,1
1127,29-03-2021,Fish Oil,Omega,158,52.99,8372.42,0.11,1,USA,Amazon,1
1128,29-03-2021,Multivitamin,Vitamin,140,54.34,7607.6,0.09,2,UK,Walmart,1
1129,29-03-2021,Pre-Workout,Performance,131,59.58,7804.98,0.19,0,UK,Walmart,0
1130,29-03-2021,BCAA,Amino Acid,150,30.48,4572,0.2,2,UK,iHerb,1
1131,29-03-2021,Creatine,Performance,140,39.63,5548.2,0.09,1,USA,iHerb,1
1132,29-03-2021,Zinc,Mineral,154,34.32,5285.28,0.13,0,UK,Amazon,0
1133,29-03-2021,Collagen Peptides,Protein,162,16.55,2681.1,0.19,4,Canada,Walmart,1
1134,29-03-2021,Magnesium,Mineral,177,16.78,2970.06,0.13,0,USA,iHerb,0
1135,29-03-2021,Ashwagandha,Herbal,173,22.64,3916.72,0.1,1,Canada,Walmart,1
1136,29-03-2021,Melatonin,Sleep Aid,161,18.54,2984.94,0.07,1,UK,iHerb,1
1137,29-03-2021,Biotin,Vitamin,135,38.29,5169.15,0.18,3,UK,iHerb,1
1138,29-03-2021,Green Tea Extract,Fat Burner,140,25.11,3515.4,0.22,4,USA,iHerb,1
1139,29-03-2021,Iron Supplement,Mineral,165,57.37,9466.05,0.11,0,UK,iHerb,0
1140,29-03-2021,Electrolyte Powder,Hydration,148,37.19,5504.12,0.08,1,USA,Amazon,1
1141,05-04-2021,Whey Protein,Protein,154,43.1,6637.4,0.11,3,UK,Amazon,1
1142,05-04-2021,Vitamin C,Vitamin,169,36.6,6185.4,0.07,0,Canada,iHerb,0
1143,05-04-2021,Fish Oil,Omega,156,18.15,2831.4,0.2,3,UK,Amazon,1
1144,05-04-2021,Multivitamin,Vitamin,170,55.2,9384,0.08,2,Canada,Amazon,1
1145,05-04-2021,Pre-Workout,Performance,123,46.02,5660.46,0.11,0,UK,Amazon,0
1146,05-04-2021,BCAA,Amino Acid,138,10.02,1382.76,0.2,0,Canada,Walmart,0
1147,05-04-2021,Creatine,Performance,138,34.24,4725.12,0.09,1,Canada,Walmart,1
1148,05-04-2021,Zinc,Mineral,166,14.73,2445.18,0.19,2,USA,iHerb,1
1149,05-04-2021,Collagen Peptides,Protein,152,17.02,2587.04,0.16,0,Canada,iHerb,0
1150,05-04-2021,Magnesium,Mineral,150,24.18,3627,0.24,3,UK,iHerb,1
1151,05-04-2021,Ashwagandha,Herbal,158,15.31,2418.98,0.12,0,Canada,Amazon,0
1152,05-04-2021,Melatonin,Sleep Aid,149,41.97,6253.53,0.03,1,Canada,iHerb,1
1153,05-04-2021,Biotin,Vitamin,142,12.03,1708.26,0.23,3,UK,Amazon,1
1154,05-04-2021,Green Tea Extract,Fat Burner,142,11.56,1641.52,0.24,1,UK,Amazon,1
1155,05-04-2021,Iron Supplement,Mineral,143,13.32,1904.76,0.25,0,Canada,iHerb,0
1156,05-04-2021,Electrolyte Powder,Hydration,156,57.45,8962.2,0.06,1,Canada,Amazon,1
1157,12-04-2021,Whey Protein,Protein,149,13.4,1996.6,0.05,0,USA,iHerb,0
1158,12-04-2021,Vitamin C,Vitamin,159,38.67,6148.53,0.05,3,USA,iHerb,1
1159,12-04-2021,Fish Oil,Omega,175,27.62,4833.5,0.06,0,Canada,iHerb,0
1160,12-04-2021,Multivitamin,Vitamin,141,36.68,5171.88,0.24,1,UK,Amazon,1
1161,12-04-2021,Pre-Workout,Performance,157,35.63,5593.91,0.07,1,Canada,Walmart,1
1162,12-04-2021,BCAA,Amino Acid,149,57.03,8497.47,0.08,0,UK,Walmart,0
1163,12-04-2021,Creatine,Performance,150,18.42,2763,0.19,5,Canada,iHerb,1
1164,12-04-2021,Zinc,Mineral,176,53.77,9463.52,0.18,1,USA,iHerb,1
1165,12-04-2021,Collagen Peptides,Protein,151,34.01,5135.51,0.09,1,Canada,Amazon,1
1166,12-04-2021,Magnesium,Mineral,153,55.05,8422.65,0.17,2,USA,iHerb,1
1167,12-04-2021,Ashwagandha,Herbal,131,16.05,2102.55,0.02,1,UK,Walmart,1
1168,12-04-2021,Melatonin,Sleep Aid,146,14.46,2111.16,0.11,0,Canada,Walmart,0
1169,12-04-2021,Biotin,Vitamin,157,14.74,2314.18,0.24,1,Canada,Walmart,1
1170,12-04-2021,Green Tea Extract,Fat Burner,147,11.23,1650.81,0.2,1,Canada,Walmart,1
1171,12-04-2021,Iron Supplement,Mineral,142,18.12,2573.04,0.22,2,UK,Walmart,1
1172,12-04-2021,Electrolyte Powder,Hydration,140,44.53,6234.2,0.14,1,USA,Amazon,1
1173,19-04-2021,Whey Protein,Protein,145,43.48,6304.6,0.24,0,Canada,Walmart,0
1174,19-04-2021,Vitamin C,Vitamin,153,32.33,4946.49,0.06,3,USA,Amazon,1
1175,19-04-2021,Fish Oil,Omega,149,25.24,3760.76,0.05,0,USA,iHerb,0
1176,19-04-2021,Multivitamin,Vitamin,158,44.5,7031,0.1,1,USA,Walmart,1
1177,19-04-2021,Pre-Workout,Performance,149,15.03,2239.47,0.08,2,Canada,Amazon,1
1178,19-04-2021,BCAA,Amino Acid,156,33.01,5149.56,0.05,1,UK,Walmart,1
1179,19-04-2021,Creatine,Performance,139,23.98,3333.22,0.03,2,USA,iHerb,1
1180,19-04-2021,Zinc,Mineral,128,42.24,5406.72,0.08,2,UK,iHerb,1
1181,19-04-2021,Collagen Peptides,Protein,152,42.54,6466.08,0.03,1,USA,Walmart,1
1182,19-04-2021,Magnesium,Mineral,148,40.2,5949.6,0.22,6,UK,Amazon,1
1183,19-04-2021,Ashwagandha,Herbal,154,21.26,3274.04,0.06,1,UK,Walmart,1
1184,19-04-2021,Melatonin,Sleep Aid,145,28.41,4119.45,0.09,1,Canada,iHerb,1
1185,19-04-2021,Biotin,Vitamin,164,40.71,6676.44,0.08,3,USA,iHerb,1
1186,19-04-2021,Green Tea Extract,Fat Burner,150,34.86,5229,0.17,0,Canada,Walmart,0
1187,19-04-2021,Iron Supplement,Mineral,166,27.15,4506.9,0.03,1,UK,Amazon,1
1188,19-04-2021,Electrolyte Powder,Hydration,150,43.93,6589.5,0.11,4,UK,Walmart,1
1189,26-04-2021,Whey Protein,Protein,153,15.47,2366.91,0.1,1,USA,Amazon,1
1190,26-04-2021,Vitamin C,Vitamin,152,13.92,2115.84,0.02,3,Canada,iHerb,1
1191,26-04-2021,Fish Oil,Omega,139,37.14,5162.46,0.21,0,Canada,Walmart,0
1192,26-04-2021,Multivitamin,Vitamin,134,57.32,7680.88,0.1,1,UK,iHerb,1
1193,26-04-2021,Pre-Workout,Performance,154,51.85,7984.9,0.25,0,UK,Amazon,0
1194,26-04-2021,BCAA,Amino Acid,133,51.03,6786.99,0.07,0,USA,Walmart,0
1195,26-04-2021,Creatine,Performance,161,28.47,4583.67,0.13,2,Canada,Walmart,1
1196,26-04-2021,Zinc,Mineral,158,40.63,6419.54,0.15,2,Canada,Amazon,1
1197,26-04-2021,Collagen Peptides,Protein,155,14.23,2205.65,0.03,1,UK,Amazon,1
1198,26-04-2021,Magnesium,Mineral,150,45.06,6759,0.2,1,Canada,iHerb,1
1199,26-04-2021,Ashwagandha,Herbal,147,19.59,2879.73,0.02,2,UK,Walmart,1
1200,26-04-2021,Melatonin,Sleep Aid,141,45.2,6373.2,0.24,1,UK,Amazon,1
1201,26-04-2021,Biotin,Vitamin,156,41.53,6478.68,0.11,0,Canada,Walmart,0
1202,26-04-2021,Green Tea Extract,Fat Burner,150,50.53,7579.5,0.18,2,Canada,Walmart,1
1203,26-04-2021,Iron Supplement,Mineral,133,35.02,4657.66,0.22,3,UK,Walmart,1
1204,26-04-2021,Electrolyte Powder,Hydration,151,47.32,7145.32,0,0,UK,iHerb,0
1205,03-05-2021,Whey Protein,Protein,153,55.83,8541.99,0.18,2,UK,Amazon,1
1206,03-05-2021,Vitamin C,Vitamin,146,16.01,2337.46,0.13,2,UK,Amazon,1
1207,03-05-2021,Fish Oil,Omega,147,36.09,5305.23,0.02,0,USA,Walmart,0
1208,03-05-2021,Multivitamin,Vitamin,164,54.74,8977.36,0.03,5,Canada,Amazon,1
1209,03-05-2021,Pre-Workout,Performance,139,59.87,8321.93,0.07,2,USA,Walmart,1
1210,03-05-2021,BCAA,Amino Acid,137,55.2,7562.4,0.08,2,UK,iHerb,1
1211,03-05-2021,Creatine,Performance,138,26.82,3701.16,0.05,1,Canada,Walmart,1
1212,03-05-2021,Zinc,Mineral,146,32.42,4733.32,0.08,2,USA,iHerb,1
1213,03-05-2021,Collagen Peptides,Protein,165,17.86,2946.9,0.17,2,UK,Amazon,1
1214,03-05-2021,Magnesium,Mineral,155,32.02,4963.1,0.23,2,USA,Walmart,1
